"","cg03463446","cg17805199","cg11616676","cg10138044","cg22780260","cg19310653","cg03598020","cg14459193","cg14596064","cg27189155","cg13217322","cg14904079","cg05769889","cg20087134","cg18647570","cg07093748","cg09269759","cg23200218","cg02560310","cg00340855","cg16887064","cg20745261","cg25589803","cg15279186","cg20030796","cg01674530","cg07253510","cg12563898","cg14821713","cg18127922","cg05594525","cg02941135","cg08470320","cg26427044","cg14067446","cg14725388","cg05885546","cg11105563","cg03534180","cg13451048","cg26516006","cg10762038","cg15884436","cg11312462","cg02853470","cg00972313","cg16985117","cg15058545","cg08501497","cg23529669","cg16299636","cg26345401","cg22315903","cg05471411","cg20248774","cg05788267","cg16941122","cg16959863","cg09314803","cg11596241","cg03896585","cg07755528","cg22200330","cg03967521","cg11382091","cg07642754","cg10122776","cg18160691","cg00901585","cg25284031","cg17102042","cg06410591","cg14272780","cg13714834","cg22540552","cg22470465","cg23092527","cg09214323","cg02707840","cg24280297","cg27189973","cg16196713","cg22053720","cg25981350","cg06975395","cg25499044","cg06086267","cg03791164","cg02259802","cg15197657","cg24767698","cg00425213","cg07904447","cg06791912","cg00271390","cg17007597","cg12407526","cg04701618","cg24384430","cg23890469","cg25735490","cg20246424","cg00885747","cg06643951","cg02133819","cg24933625","cg22806431","cg15310800","cg11341440"
"PD20",0.9504584,0.6240874,0.07210607,0.8820735,0.9399442,0.6744036,0.9176255,0.8809631,0.8729387,0.7253901,0.8046351,0.9547781,0.05822396,0.8795029,0.8227283,0.6056497,0.6804046,0.8858957,0.9021221,0.9198976,0.7880767,0.918676,0.9146251,0.768137,0.7896312,0.5659916,0.9153751,0.5820841,0.07739286,0.2518695,0.2547568,0.6301305,0.8645821,0.256648,0.9547114,0.8293433,0.4268614,0.6704625,0.8627051,0.4368111,0.8916226,0.9008629,0.931948,0.8400889,0.9446081,0.8120713,0.8875894,0.4384804,0.9098097,0.8182337,0.804431,0.6266068,0.8051601,0.8959325,0.2500623,0.9379687,0.645957,0.9541089,0.8118551,0.8883315,0.9203695,0.6447542,0.02188554,0.01635313,0.9686183,0.7751584,0.7237711,0.4977936,0.8522645,0.8440871,0.7654512,0.1234767,0.9179324,0.9240933,0.06301814,0.9027245,0.9497835,0.7373938,0.9123228,0.01450017,0.06754718,0.01636364,0.6578319,0.5924933,0.9762858,0.9306877,0.718586,0.6801488,0.7829588,0.3303387,0.9374384,0.9620459,0.02800514,0.7670195,0.9360641,0.9133198,0.7468803,0.5467585,0.1614023,0.3107324,0.9823034,0.9337109,0.9106107,0.8459331,0.8951602,0.1421936,0.7424511,0.922623,0.842147
"CTRL83",0.9621824,0.7175984,0.08520209,0.8202758,0.8352702,0.5908331,0.9500432,0.8274709,0.6661461,0.7301737,0.726538,0.9379951,0.0749543,0.812604,0.7590185,0.5414212,0.6513163,0.8481522,0.8604926,0.7779495,0.7922572,0.8521932,0.8744048,0.7444456,0.6781252,0.5555396,0.9245252,0.753804,0.04698459,0.311173,0.2431955,0.5001732,0.7773961,0.05852156,0.9099875,0.7654568,0.4849091,0.8168083,0.8725507,0.5265669,0.880155,0.8275532,0.9315488,0.8809434,0.880831,0.7663996,0.9050581,0.4119543,0.9544432,0.9238481,0.8650817,0.7410771,0.6600626,0.9287625,0.2736797,0.9266976,0.5908379,0.9250947,0.801738,0.8879042,0.9386556,0.5932247,0.02199296,0.004076627,0.9737662,0.7100458,0.6096075,0.3620224,0.8282301,0.7594713,0.7213425,0.1000674,0.9287611,0.9319802,0.1168068,0.8545065,0.9687371,0.7781944,0.9337967,0.009058262,0.1133554,0.009628747,0.6081719,0.5431856,0.9683408,0.8524998,0.5747696,0.6735611,0.7326118,0.4232229,0.9634825,0.823224,0.0315697,0.7875755,0.9521471,0.8086051,0.7274347,0.6065693,0.03418952,0.3396514,0.9729131,0.9064936,0.9299507,0.7831548,0.9073889,0.2223997,0.7088421,0.9066161,0.7993185
"PDD7",0.9517442,0.6819965,0.08631442,0.8977213,0.9439593,0.6685445,0.9069946,0.8780079,0.8295276,0.7387928,0.7319365,0.906371,0.07362714,0.8314952,0.8439463,0.6274055,0.6843421,0.9174194,0.8431337,0.8228578,0.835784,0.9217577,0.9209554,0.7670962,0.789165,0.6559243,0.9374225,0.7542294,0.1152164,0.3459119,0.2130586,0.6554085,0.842417,0.1825245,0.9319622,0.7690677,0.4819769,0.7920467,0.9117326,0.4540398,0.7763062,0.9139167,0.9351047,0.8992495,0.9076594,0.7369708,0.9043878,0.4031389,0.9529676,0.8187686,0.8732604,0.7061802,0.8207283,0.8991719,0.3617933,0.9213261,0.6875168,0.9357635,0.7303379,0.914491,0.9264673,0.6048093,0.0351288,0.002686738,0.9656171,0.7483639,0.6932458,0.4062699,0.8649159,0.745915,0.7704269,0.153005,0.9363315,0.9069469,0.07023229,0.8487687,0.9444546,0.7773301,0.8950038,0.01532871,0.1201101,0.02956081,0.7397622,0.5634921,0.9720544,0.7625439,0.8005174,0.7513762,0.7902798,0.4024502,0.9512376,0.813433,0.0347978,0.7750182,0.9232751,0.8645099,0.8646565,0.7276499,0.113088,0.3516097,0.9749258,0.8966048,0.9366306,0.807181,0.9268404,0.2551357,0.693437,0.9045761,0.894438
"CTRL71",0.9520483,0.746194,0.01977477,0.9278451,0.9322203,0.5686742,0.9559479,0.8110058,0.7179049,0.8327202,0.6824788,0.92487,0.07552465,0.8359167,0.7274982,0.5658213,0.6483199,0.8466223,0.8858152,0.8078697,0.8842497,0.9150681,0.8705399,0.7118337,0.743884,0.6087271,0.9426486,0.8130138,0.05304279,0.3295767,0.2526202,0.5356205,0.8228235,0.1583666,0.9369531,0.7433178,0.3684042,0.9146819,0.9151015,0.4820952,0.7114945,0.8605224,0.9463242,0.8864739,0.9182508,0.8098946,0.9246085,0.4502046,0.9677001,0.8738968,0.8656294,0.6602703,0.8065436,0.902062,0.2934037,0.9462602,0.5815336,0.9233124,0.8523206,0.8658823,0.9454493,0.6280755,0.03712738,0.0004207513,0.9712063,0.6574087,0.5064118,0.3423057,0.8527967,0.7506,0.6625778,0.1275446,0.9222475,0.8727429,0.1827556,0.8766951,0.9466751,0.8066894,0.895022,0.02504856,0.09871055,0.00318838,0.7068648,0.5409785,0.9826196,0.8319855,0.5582651,0.7032299,0.7508549,0.4964481,0.937149,0.6959665,0.03016145,0.7756439,0.9478282,0.819184,0.8248198,0.7026653,0.07590127,0.3060026,0.9690777,0.842469,0.9208897,0.7916497,0.8624406,0.254025,0.6766984,0.9435064,0.8620092
"PDD47",0.9581152,0.650879,0.03688668,0.8365576,0.8207802,0.5131474,0.9383684,0.8189166,0.6847719,0.7089011,0.6790706,0.874627,0.06991525,0.8603467,0.7580814,0.5804824,0.6791189,0.880734,0.8322917,0.8055508,0.885597,0.8965175,0.8553043,0.7203214,0.693931,0.5104544,0.9817798,0.7713808,0.01935392,0.3566535,0.2199369,0.4524417,0.7522535,0.1511558,0.9119829,0.76245,0.439026,0.8495222,0.867258,0.5285011,0.7891145,0.8652833,0.9134575,0.8411595,0.8707519,0.7473239,0.8449609,0.4231512,0.915934,0.9075489,0.8489611,0.8108554,0.737318,0.9101447,0.2557499,0.9514368,0.6179009,0.9003348,0.8263388,0.8524709,0.948881,0.5762777,0.02752104,0.003359656,0.9542488,0.7528717,0.5582637,0.400342,0.8672968,0.7953531,0.7313905,0.1038844,0.8682387,0.8762549,0.05937542,0.9094875,0.9729575,0.7111644,0.8816213,0.01699252,0.09930351,0.0002506266,0.6508252,0.4088812,0.9515976,0.8535341,0.6075579,0.6705175,0.6582895,0.4527788,0.8799798,0.8899304,0.03650464,0.6542267,0.9497895,0.7218891,0.8353534,0.7498534,0.02903727,0.34507,0.9849578,0.8138191,0.8791233,0.7680322,0.8884389,0.2267015,0.5782178,0.9195561,0.8323243
"PD32",0.9671536,0.648898,0.0383677,0.7563506,0.8480167,0.4259954,0.931464,0.8343331,0.6571691,0.6937491,0.6307479,0.8424309,0.06876572,0.7675634,0.757981,0.4950248,0.5887755,0.7595606,0.7772918,0.7662697,0.8530821,0.8281948,0.8152992,0.6559746,0.715971,0.5053145,0.9299695,0.6911696,0.06127417,0.2776974,0.2331293,0.5300487,0.7324409,0.1592971,0.8917065,0.7076781,0.4233635,0.7339931,0.9704712,0.3905883,0.761424,0.8544598,0.8638733,0.8552219,0.8240605,0.7434501,0.7944245,0.38016,0.8877428,0.9145561,0.7771274,0.723766,0.7941225,0.85286,0.258443,0.9450467,0.618181,0.9126635,0.76788,0.809238,0.953387,0.4883873,0.02349932,0.005221169,0.9373794,0.612078,0.45596,0.3881281,0.7981533,0.7831995,0.679016,0.1628288,0.8570531,0.8089419,0.05585797,0.8656188,0.9622447,0.7020509,0.9032429,0.01459088,0.1527589,0.008136235,0.5861142,0.5446574,0.965833,0.7799567,0.6669609,0.6436277,0.6489642,0.3831644,0.853722,0.6688879,0.03728264,0.6665257,0.9087569,0.7646745,0.8131902,0.7348539,0.07997775,0.3272315,0.9820538,0.7672903,0.9105892,0.7877608,0.8516355,0.2045461,0.55609,0.9161807,0.7675632
"CTRL6",0.9700429,0.5689059,0.04966275,0.9007347,0.9307933,0.5611661,0.9083783,0.8085303,0.8350838,0.6895482,0.7786788,0.9726175,0.06619035,0.8599219,0.7696265,0.5070932,0.6744567,0.8394296,0.854226,0.9078334,0.7848477,0.943846,0.9532472,0.7625308,0.7658436,0.5666401,0.9338806,0.7387855,0.03294656,0.3698111,0.2116131,0.6073133,0.8423268,0.1726482,0.9302205,0.8064947,0.3818885,0.6672895,0.8567777,0.5883844,0.8307335,0.8443513,0.9301164,0.870191,0.8746318,0.8167299,0.8621995,0.4886321,0.9750388,0.7877858,0.8297488,0.6961995,0.8123756,0.8663145,0.2823704,0.9293566,0.630742,0.9365465,0.7818665,0.939312,0.9366589,0.5821608,0.0191035,0.003467182,0.9743595,0.7993989,0.5544308,0.4753564,0.7971784,0.7437585,0.8543941,0.1911096,0.8933366,0.917526,0.04066549,0.9102499,0.9555026,0.6315357,0.9228781,0.01515325,0.07853045,0.02190685,0.579338,0.5959391,0.9886989,0.8383942,0.7738052,0.7281086,0.8242843,0.3344067,0.9035955,0.9569393,0.0322361,0.7134856,0.9536253,0.9634043,0.7899387,0.4331606,0.08049103,0.3986177,0.9799457,0.9031079,0.8857051,0.8431241,0.9520307,0.1062565,0.674718,0.9434371,0.7925486
"CTRL46",0.987075,0.703237,0.06194784,0.8237017,0.9111461,0.4782001,0.9182995,0.7976934,0.7590773,0.6806747,0.6703257,0.8837771,0.07195856,0.8117186,0.755703,0.5436354,0.6588383,0.8455719,0.8023546,0.7459496,0.8268543,0.8258423,0.8674042,0.6908368,0.6979338,0.5399823,0.9456592,0.7391565,0.01129031,0.2972048,0.250354,0.4533144,0.7889751,0.2031673,0.8971859,0.662546,0.3680813,0.7780348,0.8707524,0.5098905,0.8008671,0.8809564,0.8948205,0.8461336,0.7959346,0.7409863,0.8824485,0.4206195,0.924634,0.8632573,0.8166943,0.7734608,0.761306,0.8493567,0.2951952,0.946366,0.6098895,0.9203499,0.7941032,0.8218401,0.9521995,0.5378795,0.02968068,0.01289001,0.9514941,0.6640112,0.4721159,0.3539779,0.8420095,0.8058273,0.6865373,0.1179142,0.9061793,0.8623226,0.0399014,0.8267624,0.9540393,0.71586,0.9159938,0.01425465,0.08924026,0.01398981,0.6440291,0.5420389,0.9560854,0.7853168,0.6502911,0.6664677,0.6380873,0.3851007,0.8080816,0.7167652,0.02994002,0.6967717,0.9236568,0.8113088,0.7052713,0.5762431,0.06100755,0.3261998,0.9722269,0.7935468,0.8570942,0.7625714,0.8671281,0.2182946,0.640369,0.9066655,0.790745
"PD17",0.9593303,0.6476692,0.02338162,0.8939819,0.9388195,0.5718951,0.9347106,0.8833153,0.851857,0.8075431,0.7816977,0.9449608,0.08346616,0.8584066,0.7392871,0.4968066,0.6559432,0.8198966,0.8672832,0.8903002,0.8307789,0.8633968,0.9729226,0.8556162,0.6969326,0.6246107,0.9165237,0.7144745,0.07370817,0.3876408,0.1943589,0.57558,0.888103,0.1640387,0.9449341,0.7766579,0.4977354,0.7866785,0.8731815,0.4534875,0.8114441,0.9043897,0.9583538,0.8751695,0.867548,0.7555889,0.9220072,0.4252281,0.9519091,0.7615317,0.8434688,0.6849163,0.7771715,0.9073269,0.2745832,0.9064148,0.6459379,0.9287179,0.7942779,0.8940411,0.9201908,0.541312,0.04348852,0.007028967,0.9711123,0.7818958,0.5599055,0.3508728,0.9129219,0.8664121,0.5991517,0.1587895,0.9328401,0.8729934,0.0454769,0.9014747,0.967897,0.7686887,0.9188649,0.01948421,0.2062348,0.007373746,0.7209321,0.5988166,0.9682028,0.8297165,0.7461836,0.703614,0.7689534,0.4366245,0.9423413,0.8872185,0.03592116,0.7069514,0.9700923,0.9115945,0.7705667,0.7433628,0.07513247,0.3416301,0.982277,0.9232027,0.8986059,0.871812,0.8090517,0.2008857,0.7166232,0.9374383,0.8587936
"PDD10",0.9448147,0.6040792,0.04642887,0.8713948,0.9709896,0.6353007,0.9531599,0.7996216,0.8087242,0.7261662,0.7522647,0.9629291,0.08943812,0.8501884,0.7769765,0.6132925,0.7147581,0.8769617,0.8206903,0.841086,0.7872193,0.896329,0.9410539,0.8613199,0.7477622,0.5758822,0.9503208,0.6713342,0.1249786,0.3776023,0.145988,0.6050911,0.9006328,0.2854422,0.9188661,0.8336926,0.4157897,0.8362468,0.8704706,0.4852229,0.8333646,0.9233359,0.9118978,0.8758768,0.8780849,0.7789891,0.8233058,0.485687,0.9208425,0.8916536,0.8854766,0.7475083,0.7937464,0.8826617,0.3486814,0.9153643,0.6622517,0.9487833,0.8026076,0.8901352,0.9004458,0.6607367,0.01914047,0.02124697,0.9738136,0.7911957,0.6662903,0.5075358,0.9041589,0.8100818,0.7887127,0.1569206,0.9314084,0.8727221,0.1108884,0.8931211,0.9388112,0.8443803,0.9065432,0.01618143,0.08511167,0.01332729,0.6888667,0.5255319,0.9675046,0.8392066,0.7207991,0.7673172,0.8275775,0.3742317,0.8927087,0.8292923,0.03308766,0.7286566,0.9418008,0.8983252,0.7055421,0.6021373,0.09244547,0.3727776,0.9690319,0.9066909,0.8842826,0.8516267,0.932239,0.2125248,0.742258,0.9345127,0.8423255
"DLB12",0.9550379,0.7057084,0.01639682,0.865184,0.9186433,0.5473928,0.9502219,0.8365194,0.8163986,0.7265704,0.7476434,0.9337554,0.08824306,0.843714,0.7275418,0.5435686,0.6231984,0.8873537,0.8610525,0.8745841,0.8255795,0.8931724,0.8679729,0.705085,0.6977699,0.6090996,0.926057,0.8149279,0.05798471,0.3039559,0.2400301,0.5714479,0.8320697,0.1446608,0.9432718,0.8253924,0.5005174,0.7653055,0.8670814,0.5137857,0.8393048,0.8896085,0.9347387,0.8265774,0.9032682,0.7647728,0.9109088,0.4158154,0.95492,0.9106902,0.8858833,0.6291115,0.7129908,0.9272694,0.3285519,0.9476088,0.6367694,0.9069653,0.8638518,0.8630756,0.9396138,0.6167177,0.02529887,0.004691614,0.9801567,0.7766083,0.6769634,0.3781199,0.8447349,0.8326609,0.7899876,0.1135868,0.9199761,0.9052472,0.03059747,0.8628969,0.9766692,0.66627,0.9143293,0.01693587,0.06496287,0.006738427,0.7537944,0.527346,0.961566,0.8504798,0.6399012,0.6781314,0.7319645,0.4055065,0.9256447,0.7779115,0.03169739,0.7016464,0.9652558,0.8350772,0.7395776,0.5807339,0.09467048,0.3518549,0.9769813,0.8474169,0.9114261,0.8303663,0.9124896,0.1304328,0.6960893,0.9632224,0.8644862
"CTRL44",0.9569233,0.6902535,0.04133844,0.8556869,0.8879405,0.5564061,0.9547784,0.8504423,0.7638309,0.7910071,0.7043597,0.9293633,0.05771249,0.8345395,0.7284753,0.5479444,0.6199897,0.902498,0.8400443,0.6933573,0.8720538,0.8440491,0.853555,0.7735431,0.7206466,0.5161527,0.9315997,0.876137,0.04340616,0.407979,0.2077537,0.5682573,0.7541708,0.1686883,0.9585382,0.8351734,0.5799951,0.7704708,0.9165303,0.5203462,0.7845657,0.8558896,0.9193347,0.8121856,0.8803465,0.7101044,0.872435,0.4713515,0.9563153,0.8967856,0.7852965,0.7650487,0.7823422,0.9087613,0.2915046,0.9476465,0.5728598,0.9205585,0.8301732,0.8277539,0.9170377,0.6222236,0.02539915,0.005039701,0.9589313,0.6885254,0.4968352,0.3779009,0.8299739,0.7213992,0.665868,0.09999234,0.887406,0.8955692,0.08898886,0.8461717,0.9630888,0.8214147,0.9149693,0.008587896,0.08237035,0.002941176,0.7794414,0.5718686,0.9725211,0.7991839,0.6250503,0.6621404,0.7447912,0.4713471,0.9032095,0.7666164,0.03100361,0.6804602,0.9328239,0.8032537,0.8623215,0.5208476,0.07028942,0.3237934,0.9863937,0.8105624,0.871147,0.7967091,0.8608018,0.3893906,0.687622,0.8982176,0.8529028
"CTRL86",0.9560261,0.7222016,0.1301586,0.7283474,0.8886148,0.605612,0.8707882,0.9268206,0.7966242,0.7856793,0.7059513,0.9528932,0.04740041,0.8740568,0.8163425,0.5720881,0.689823,0.823353,0.8099261,0.8494326,0.8754274,0.9179575,0.8618069,0.7983931,0.7222493,0.5960536,0.905132,0.7567861,0.02184021,0.3323653,0.2175299,0.532158,0.8352734,0.2246617,0.9457528,0.8088927,0.5575969,0.7963889,0.8349042,0.5486897,0.768973,0.8777779,0.9441119,0.8590532,0.9097794,0.7478167,0.8579697,0.4735716,0.9507104,0.9601991,0.8494949,0.8313288,0.7139997,0.9072105,0.258303,0.969232,0.6283845,0.9443839,0.7855994,0.8740685,0.9633959,0.5926184,0.01651988,0.001637874,0.9608122,0.6955825,0.6900743,0.4300396,0.8640782,0.8402007,0.8141026,0.1102279,0.9632669,0.9071268,0.1543915,0.8647554,0.9685394,0.7723588,0.8964012,0.009016161,0.1150845,0.007967452,0.5838829,0.5943301,0.9729981,0.917936,0.7144121,0.6604029,0.7545361,0.386804,0.865899,0.74022,0.03375624,0.6933264,0.9413705,0.8506316,0.8014738,0.6444797,0.1285187,0.4097417,0.9698923,0.8710884,0.7913746,0.8182568,0.8860927,0.2080447,0.6567385,0.9218611,0.8454169
"DLB27",0.9665477,0.6665485,0.0392212,0.7984677,0.9230435,0.527094,0.9041085,0.7549665,0.7507285,0.718474,0.7057965,0.9054932,0.09701493,0.7579575,0.6821262,0.5013977,0.5800485,0.8671001,0.8300902,0.822901,0.789058,0.7886828,0.8722587,0.7471688,0.7472187,0.488694,0.9453459,0.6400358,0.02441322,0.355061,0.2184631,0.6149993,0.7859822,0.2032346,0.8964264,0.7221026,0.4244626,0.7100304,0.8663444,0.4591646,0.760116,0.8062368,0.8988681,0.8357905,0.841636,0.7868244,0.8203798,0.3953266,0.9359203,0.9084129,0.7718778,0.722059,0.822605,0.8574681,0.2931718,0.9111845,0.6066743,0.9079002,0.7823423,0.8133223,0.9609573,0.5801617,0.03204791,0.004539154,0.9584498,0.7419297,0.5634809,0.3987444,0.7734289,0.7705885,0.6355078,0.1344676,0.871916,0.8190272,0.1020019,0.8327707,0.9659474,0.7080277,0.9198855,0.01821586,0.1028454,0.009134158,0.6645132,0.6749164,0.9745226,0.8496854,0.5769498,0.6629208,0.734683,0.3887765,0.8628577,0.7724291,0.03115283,0.6883099,0.931158,0.8347702,0.8594577,0.6907652,0.07773304,0.3406062,0.9791284,0.8617104,0.8269847,0.8239014,0.8968524,0.2081558,0.5839946,0.9180221,0.8201232
"PD18",0.9377971,0.6947473,0.03299045,0.9079913,0.9634094,0.4942635,0.9268406,0.8027346,0.7822955,0.7815792,0.6909311,0.9213353,0.07598239,0.826496,0.7309002,0.5324748,0.7102962,0.9384254,0.8397033,0.8149493,0.789408,0.9276885,0.9328676,0.791917,0.7717545,0.5186528,0.9428499,0.7661843,0.06992616,0.3115687,0.1654103,0.5353089,0.834735,0.1788288,0.9181351,0.7501101,0.4354903,0.823571,0.8824788,0.4995972,0.8032839,0.9014202,0.9277595,0.8245675,0.8686575,0.7988045,0.9076046,0.4090999,0.952244,0.8622965,0.8979919,0.7396832,0.7358637,0.9073624,0.2395111,0.9534384,0.6104062,0.9682327,0.8006233,0.8936649,0.9153378,0.5474514,0.03686848,0.002117879,0.9688105,0.6944628,0.4707576,0.3892303,0.8658756,0.8735331,0.72689,0.1535083,0.9270815,0.895735,0.09481787,0.8680025,0.9239266,0.8018204,0.8886067,0.01662693,0.06847915,0.01029588,0.6628074,0.5859591,0.9581161,0.7841781,0.616193,0.7114842,0.7266193,0.3659971,0.9165089,0.7958836,0.02420526,0.7620901,0.9475802,0.8532573,0.7578194,0.6900935,0.1469926,0.2966391,0.9746002,0.879379,0.9408411,0.8270267,0.9063356,0.1739609,0.674966,0.9145324,0.9040137
"CTRL20",0.9870768,0.6667572,0.03825316,0.8109783,0.9228144,0.607994,0.9567942,0.7830523,0.7686396,0.6947301,0.7047448,0.9094164,0.05875313,0.8418775,0.7179119,0.5384956,0.5868526,0.8754033,0.8417011,0.8704412,0.8159743,0.904379,0.8893478,0.761632,0.7323665,0.5658055,0.9574413,0.9304204,0.06519882,0.3252968,0.2206079,0.5727553,0.8012732,0.2544918,0.9203164,0.8094963,0.3921682,0.8207738,0.8223895,0.4591932,0.7693405,0.8569425,0.9067409,0.821085,0.8686318,0.7668465,0.8377314,0.4043059,0.9129456,0.9052737,0.7870232,0.8380076,0.8251945,0.8714711,0.2974529,0.9231634,0.630453,0.9425845,0.8884684,0.829942,0.9540505,0.6379093,0.02116598,0.00723917,0.95558,0.7237902,0.5701114,0.4513418,0.8456451,0.8029456,0.728246,0.1807651,0.8705313,0.8595256,0.1522046,0.8575205,0.9657919,0.7246318,0.8845293,0.02281423,0.1275361,0.005041886,0.7156318,0.5846012,0.9525547,0.8478032,0.7063472,0.673418,0.7281479,0.4006053,0.8517018,0.790256,0.03501805,0.7173376,0.9382497,0.8777987,0.8509426,0.7517294,0.07645551,0.3709979,0.9848987,0.9205056,0.8323709,0.7814169,0.9054964,0.194064,0.6703343,0.928299,0.8456982
"PDD50",0.9697186,0.5889375,0.04010675,0.7862145,0.9105171,0.4271918,0.9470953,0.8175962,0.772775,0.6679997,0.7254553,0.9300545,0.06681767,0.8354105,0.7766237,0.5165331,0.6339296,0.8755954,0.7959884,0.9045851,0.7515821,0.904134,0.847473,0.6702614,0.7302047,0.5405388,0.9506407,0.7376976,0.02098955,0.2355105,0.2357999,0.5472121,0.7605072,0.2594297,0.8508391,0.699599,0.5177381,0.7386092,0.850328,0.4240669,0.7631966,0.8509005,0.9091253,0.8224501,0.8111722,0.764975,0.8369759,0.4292727,0.8944893,0.922958,0.7796524,0.73648,0.7036954,0.8799225,0.2291725,0.9343768,0.6610597,0.9152872,0.7681554,0.7968106,0.9350239,0.5889359,0.01600826,0.008109214,0.9486953,0.6923049,0.5275811,0.4453124,0.7723236,0.774561,0.7267587,0.1843214,0.8990571,0.8372096,0.04819844,0.8758997,0.9570067,0.6845879,0.8554596,0.01304278,0.115012,0.009820333,0.5552463,0.5901532,0.9791278,0.8346785,0.6216414,0.6550477,0.6893389,0.3702716,0.8653482,0.8168652,0.02838332,0.6478147,0.9186733,0.8552929,0.7443979,0.5594688,0.08625752,0.355898,0.9839628,0.8331035,0.8687518,0.8029817,0.8655322,0.1546697,0.62974,0.9678739,0.8162234
"DLB21",0.9556712,0.6359809,0.004785722,0.7570218,0.8808466,0.548937,0.9610641,0.8040682,0.7534642,0.691771,0.6363158,0.9015638,0.0482852,0.801947,0.7229023,0.4866792,0.5787158,0.9203703,0.8446712,0.827916,0.8366079,0.8372313,0.8874533,0.7273746,0.7193646,0.4925719,0.9166163,0.682564,0.02702353,0.2760464,0.1926898,0.5135651,0.7656515,0.1194952,0.877145,0.7508425,0.4626142,0.7924486,0.9462281,0.4193105,0.808595,0.873441,0.9091225,0.859944,0.8029831,0.7848878,0.7755476,0.3269764,0.9190876,0.8727066,0.7884438,0.7336133,0.7302642,0.8590001,0.2459946,0.9603557,0.652584,0.9225113,0.8951727,0.8302195,0.9762523,0.534978,0.02380322,0.002350193,0.9664252,0.6177419,0.539064,0.3741976,0.8203899,0.7161182,0.6901623,0.1462434,0.8741425,0.8469584,0.07643981,0.8396435,0.9496742,0.7282529,0.892764,0.01127799,0.1269328,0.003742084,0.6096478,0.5361217,0.9819463,0.8913844,0.493755,0.6860733,0.7024141,0.3957332,0.7643733,0.7652765,0.02925391,0.6665151,0.9313764,0.8064672,0.7646158,0.5989991,0.05956316,0.3050952,0.983125,0.8072563,0.9128883,0.7233544,0.8185304,0.1478305,0.5681849,0.9565507,0.8134914
"CTRL53",0.9742869,0.6324128,0.08687466,0.832915,0.9121942,0.4911163,0.9599585,0.8515347,0.782297,0.7055314,0.6808582,0.9177701,0.07096928,0.7745699,0.7581664,0.5475863,0.626064,0.8923268,0.8306693,0.8147219,0.8380581,0.8194167,0.919398,0.7843822,0.6870336,0.5605928,0.9308638,0.6658097,0.01690857,0.3737132,0.208474,0.6529558,0.8425239,0.1726501,0.9184007,0.7606635,0.4708629,0.6597309,0.8373662,0.4553681,0.7939906,0.8306289,0.9272844,0.819234,0.8781167,0.8249198,0.8293631,0.477213,0.9283542,0.9476071,0.8080157,0.6791965,0.7353802,0.9156176,0.298685,0.90801,0.5740868,0.9161102,0.8501668,0.8775609,0.9686264,0.6088512,0.016647,0.001863135,0.972824,0.7643266,0.6148882,0.4084428,0.8228393,0.7978547,0.7064102,0.172263,0.8804667,0.8918195,0.03060425,0.9052708,0.9654423,0.7894622,0.9055754,0.01442601,0.1362988,0.01264963,0.7470144,0.5418467,0.9744589,0.8279956,0.6279561,0.6733993,0.7844421,0.4017632,0.8462774,0.7853208,0.03071229,0.7189839,0.9144374,0.8225187,0.8235736,0.695231,0.06840686,0.3445075,0.9844892,0.8286657,0.9132751,0.8592564,0.931626,0.240608,0.6494034,0.9243433,0.8662898
"CTRL65",0.9759642,0.7220028,0.07174072,0.8998765,0.9225947,0.5534469,0.869509,0.8285227,0.7632463,0.7448796,0.6722634,0.9170353,0.03741093,0.7278152,0.771188,0.5506077,0.6738582,0.8504211,0.8297626,0.7650452,0.8830564,0.9188034,0.8290087,0.7618577,0.7000315,0.6067994,0.8784053,0.7722451,0.07450602,0.3088721,0.2710974,0.4034481,0.7024022,0.1494495,0.9293458,0.7334875,0.3640562,0.7713211,0.9569408,0.4140229,0.6931849,0.8893013,0.924689,0.8802852,0.8232411,0.7456907,0.8905293,0.4495992,0.9030129,0.8235734,0.8468496,0.7699414,0.8309526,0.8884629,0.2951343,0.9333498,0.6308583,0.8574767,0.791272,0.7696447,0.9217847,0.5298212,0.03450816,0.005015576,0.9627777,0.6749727,0.5763574,0.3292068,0.8440109,0.8196309,0.6581839,0.1398189,0.9250673,0.8614615,0.1831865,0.8869104,0.9601221,0.7386388,0.9298287,0.01631241,0.1243143,0.008504205,0.7275638,0.5507282,0.9748201,0.827828,0.6310316,0.67634,0.678519,0.4030098,0.9376774,0.7075717,0.03351922,0.7576627,0.9569759,0.7842535,0.7487516,0.8337045,0.07166007,0.2986216,0.9800863,0.812961,0.8669738,0.7661552,0.8381923,0.2378473,0.5508474,0.9518058,0.8349484
