"","cg05213073","cg17805199","cg07996485","cg23834525","cg23657782","cg07918736","cg00208274","cg06952719","cg17434329","cg01866897","cg01684784","cg14904079","cg00391977","cg21057613","cg13690038","cg20357416","cg15175129","cg14318068","cg10159529","cg12372924","cg21598294","cg21864071","cg07253510","cg06340519","cg08051076","cg24665412","cg18993457","cg16582273","cg18961944","cg18127922","cg18880384","cg02276614","cg14856606","cg04030905","cg22181664","cg02853470","cg21700774","cg25936334","cg18879998","cg12556775","cg04956254","cg20936920","cg03766823","cg12315735","cg15524170","cg24517989","cg12882476","cg00657759","cg20822380","cg04892765","cg10778636","cg08368441","cg26115216","cg23458989","cg05162137","cg05279387","cg22364932","cg24855045","cg07729842","cg03321592","cg03967521","cg21157115","cg06410591","cg12273368","cg14540792","cg11423096","cg20015921","cg21595526","cg01785566","cg24683035","cg19259574","cg00801765","cg06878361","cg10687936","cg24384430","cg26222689","cg00612672","cg22878489","cg16115647","cg05739014","cg05747963","cg09638266","cg16085649","cg23986918","cg24287218","cg15310800","cg22250642","cg11341440"
"PD18",0.9437791,0.6947473,0.944549,0.1110945,0.9335823,0.8049502,0.3419042,0.04433883,0.9621595,0.9237998,0.8712802,0.9213353,0.4486443,0.02197023,0.005412522,0.4045916,0.2309569,0.7914016,0.945853,0.9654506,0.9605596,0.008688204,0.9428499,0.8981049,0.01895735,0.8806943,0.1141641,0.1356416,0.008775145,0.3115687,0.4877242,0.9360818,0.7936187,0.009699375,0.9236735,0.8686575,0.9880801,0.04965472,0.9628455,0.9913621,0.8687458,0.9344621,0.01012586,0.9044999,0.7628321,0.657756,0.005326777,0.01886354,0.8912737,0.5498507,0.6730905,0.01492353,0.8125183,0.9090745,0.009359932,0.6038585,0.9513151,0.7488414,0.5795348,0.02621003,0.002117879,0.002187588,0.1535083,0.359398,0.2050079,0.3875043,0.02740416,0.002930208,0.9672841,0.009423187,0.02731345,0.8577315,0.1166897,0.8713474,0.1469926,0.9605917,0.8817923,0.5899062,0.1427908,0.9791468,0.9595821,0.9320421,0.3756733,0.8520716,0.7131866,0.9145324,0.007624769,0.9040137
"CTRL20",0.9536406,0.6667572,0.9126235,0.09716249,0.9525377,0.751165,0.4935693,0.0192584,0.9669851,0.9301721,0.8902824,0.9094164,0.4586969,0.01726058,0.02120005,0.7219747,0.2163921,0.9185371,0.8923199,0.976814,0.9826722,0.007389163,0.9574413,0.8495163,0.01357798,0.874068,0.1062212,0.1004277,0.005152148,0.3252968,0.456436,0.9317987,0.8017507,0.01072279,0.9355507,0.8686318,0.9897727,0.06672288,0.9529189,0.979365,0.8305199,0.9672218,0.01088892,0.8315346,0.8287536,0.6596597,0.006271478,0.01610585,0.9536726,0.6557432,0.5802943,0.0276437,0.8565804,0.8832767,0.008915426,0.4843976,0.978705,0.7086156,0.5693952,0.04842498,0.00723917,0.0009769934,0.1807651,0.3016369,0.1735099,0.426256,0.03230578,0.008338125,0.969794,0.0009312563,0.03599065,0.7665615,0.1671999,0.9483684,0.07645551,0.9730144,0.8236071,0.5759599,0.166321,0.9869819,0.9280144,0.9472355,0.364011,0.892732,0.7449349,0.928299,0.006280149,0.8456982
"PDD50",0.9656238,0.5889375,0.9439504,0.07793355,0.9558925,0.5844951,0.3070263,0.02799402,0.9401702,0.9208527,0.8724337,0.9300545,0.4088196,0.02060044,0.01594569,0.669361,0.237347,0.8695021,0.8228613,0.9884413,0.9671348,0.01103521,0.9506407,0.8068784,0.01202207,0.8800333,0.1116052,0.1237974,0.009569228,0.2355105,0.3745046,0.9237882,0.8259861,0.009518332,0.921161,0.8111722,0.9865068,0.04708155,0.9512761,0.9827625,0.8181069,0.9250974,0.008538991,0.8787964,0.7248177,0.6381169,0.008036107,0.004683439,0.8642545,0.62771,0.5816782,0.02780365,0.8320122,0.8759466,0.0005360781,0.4595326,0.9750667,0.6695857,0.4444377,0.04861548,0.008109214,0.001039065,0.1843214,0.1936304,0.1488538,0.4383588,0.03602029,0.008768434,0.9445962,0.01313773,0.03170707,0.7647182,0.09859996,0.9143568,0.08625752,0.8696251,0.8133266,0.5762642,0.1655698,0.9645839,0.9084728,0.9059717,0.279597,0.907864,0.7860999,0.9678739,0.01001448,0.8162234
"DLB21",0.967686,0.6359809,0.9051156,0.08465916,0.96457,0.6192564,0.3197139,0.0377729,0.9332668,0.9370802,0.8974148,0.9015638,0.3435446,0.009787825,0.01986271,0.7199138,0.1638389,0.8109826,0.8659592,0.9690165,0.965408,0.009681881,0.9166163,0.8151953,0.001136364,0.9234001,0.1393553,0.06308557,0.005722179,0.2760464,0.4210106,0.9743875,0.8392807,0.0112538,0.9109437,0.8029831,0.9795338,0.04984146,0.9310377,0.9846424,0.797013,0.9554523,0.007668576,0.9002955,0.78828,0.5675706,0.004958842,0.008829066,0.933958,0.5888344,0.6157725,0.01119023,0.7543158,0.8338285,0.005623156,0.4775913,0.9790005,0.6154673,0.4955392,0.04401727,0.002350193,0.001474582,0.1462434,0.167221,0.1821682,0.2855501,0.007288445,0.01271915,0.9738765,0.01371881,0.02358992,0.8061552,0.06369071,0.9451259,0.05956316,0.9479321,0.8385074,0.5319088,0.1132038,0.9780857,0.9306082,0.9315977,0.3324193,0.8551167,0.6893774,0.9565507,0.006560152,0.8134914
"CTRL53",0.9629935,0.6324128,0.8723476,0.1087763,0.9348805,0.7869473,0.3857614,0.03994877,0.9608905,0.9719099,0.9181148,0.9177701,0.467472,0.01480427,0.03544625,0.4320588,0.230369,0.8952832,0.8693872,0.9756718,0.9756039,0.01426383,0.9308638,0.9087179,0.01791737,0.8979505,0.1142324,0.1017655,0.005732445,0.3737132,0.3853295,0.9566876,0.842411,0.005719776,0.9240067,0.8781167,0.9922384,0.04271415,0.9548803,0.9829223,0.8548714,0.9653469,0.007498008,0.8885359,0.8099229,0.6403558,0.008737224,0.01060324,0.9434947,0.7057439,0.6571355,0.01791393,0.918709,0.8100995,0.007558638,0.4989077,0.9735614,0.6868636,0.5560098,0.04535303,0.001863135,0.001924843,0.172263,0.285719,0.1614857,0.3890432,0.02482548,0.004605544,0.9715798,0.006499133,0.0217946,0.8200071,0.1300155,0.9464521,0.06840686,0.9228325,0.8268445,0.5392226,0.1822232,0.9886851,0.9638245,0.9524685,0.3755701,0.8810317,0.7441385,0.9243433,0.004677548,0.8662898
"CTRL65",0.9695741,0.7220028,0.9286156,0.06721086,0.957553,0.6870875,0.3458864,0.02211875,0.953702,0.9784102,0.9065537,0.9170353,0.414669,0.02578531,0.01975988,0.7373068,0.1866587,0.8489033,0.8812524,0.9461022,0.9624683,0.01321444,0.8784053,0.8943301,0.01167871,0.9515986,0.1624014,0.07459503,0.0133745,0.3088721,0.420559,0.9118255,0.8701945,0.007024411,0.9185161,0.8232411,0.9830553,0.06221349,0.9462642,0.9823026,0.7178897,0.9320647,0.01161842,0.9416266,0.8213994,0.6881619,0.01031954,0.008734066,0.8750542,0.6485609,0.627977,0.02744389,0.8237426,0.9014014,0.01509754,0.6004666,0.9648287,0.5721314,0.5291216,0.04492694,0.005015576,0.0005053531,0.1398189,0.2069716,0.2096892,0.3046766,0.02264408,0.008175834,0.9918938,0.01781003,0.02406917,0.8252203,0.04812946,0.929264,0.07166007,0.9488366,0.8821791,0.5529973,0.1400741,0.9814094,0.9697938,0.9414837,0.4002351,0.8932763,0.7741663,0.9518058,0.001515726,0.8349484
"PD38",0.9510938,0.7829192,0.9214677,0.1047538,0.9498377,0.7201676,0.4341039,0.03214232,0.9395237,0.9474684,0.9244465,0.9173086,0.462928,0.01351479,0.0204805,0.7460101,0.274787,0.8379202,0.8839854,0.9708772,0.9596905,0.01527676,0.9323377,0.9283239,0.01263941,0.9283314,0.1945797,0.127357,0.0102184,0.3661704,0.6853751,0.9332815,0.7876772,0.01127155,0.9069925,0.8265226,0.9914877,0.06862092,0.9533746,0.9718504,0.7949326,0.9680726,0.01913399,0.904701,0.8259136,0.6626578,0.01643559,0.02211106,0.9105396,0.7430295,0.6880205,0.01533574,0.8235769,0.8472199,0.01112442,0.5296477,0.9723365,0.6887013,0.5470588,0.04713475,0.004548367,0.002230202,0.1423004,0.316152,0.2645901,0.4293225,0.03651929,0.01570215,0.9576908,0.007217115,0.0326013,0.7845337,0.06927584,0.9643207,0.09182475,0.9446833,0.850124,0.5111459,0.1391387,0.9643644,0.950668,0.9215854,0.4552799,0.8215686,0.7130579,0.9147825,0.01062171,0.849971
"CTRL18",0.9425361,0.5516417,0.8727473,0.09090584,0.9071732,0.6954785,0.3524794,0.03567593,0.9559209,0.9551989,0.8807328,0.9284843,0.466162,0.0191804,0.01343136,0.735535,0.2609288,0.9272899,0.8571228,0.9790789,0.9611887,0.004571563,0.9588679,0.8770348,0.007393365,0.8587486,0.09962517,0.1980843,0.007649765,0.3675229,0.3460368,0.9416308,0.8010252,0.009473401,0.965921,0.7919254,0.9925805,0.05606463,0.9450603,0.9745747,0.9097799,0.9701831,0.005684415,0.8407113,0.7771263,0.6381773,0.008721506,0.01111044,0.9361625,0.6738846,0.6145259,0.01718715,0.8421133,0.8885738,0.005725766,0.4730181,0.9512901,0.69707,0.5779081,0.03426636,0.002915381,0.0005520523,0.1770787,0.3382078,0.1553628,0.4776548,0.01998271,0.006158219,0.9794784,0.005459337,0.02765108,0.7978233,0.1563287,0.9210436,0.0741684,0.9281478,0.7598945,0.6487344,0.1732713,0.9711244,0.9270415,0.9478381,0.3790279,0.9274947,0.7408631,0.92915,0.003471092,0.895087
"PDD36",0.9501049,0.712381,0.9160023,0.1243773,0.9765174,0.6966117,0.454497,0.03824154,0.9618485,0.9592173,0.9082917,0.9137248,0.3949233,0.01940748,0.01384755,0.7661931,0.1846553,0.8207301,0.8993083,0.9822075,0.9778284,0.01368673,0.9195915,0.8930291,0.01676617,0.8947306,0.0979495,0.101064,0.006405267,0.3905559,0.5101154,0.9538273,0.7849649,0.0228108,0.8562906,0.8384563,0.9838398,0.05311573,0.9464112,0.9852553,0.8374726,0.9297374,0.01152143,0.9331785,0.7840452,0.7513427,0.01183921,0.01249879,0.9270343,0.7572936,0.6901168,0.01991885,0.8854,0.8333658,0.01402839,0.5020008,0.9753051,0.7278598,0.703194,0.04556435,0.00223503,0.002295195,0.09792767,0.324599,0.2386751,0.3207776,0.03869135,0.01143542,0.966469,0.0106569,0.02563564,0.8085563,0.09608099,0.9208202,0.09988482,0.9332454,0.7945308,0.5476102,0.1636803,0.974893,0.9490377,0.9484544,0.4224188,0.8977258,0.6660726,0.9292961,0.009089151,0.7841646
"PDD64",0.9566129,0.7622596,0.9415947,0.0828664,0.9715959,0.6506647,0.4294524,0.02894269,0.9713559,0.9604123,0.9290533,0.9366895,0.4076566,0.01229768,0.01830348,0.8034789,0.2135297,0.866547,0.9192331,0.9924419,0.9601725,0.01181952,0.9517602,0.8922171,0.01463229,0.9402877,0.1629277,0.0786603,0.01444244,0.3094345,0.4917929,0.9629572,0.8757356,0.01181328,0.9364346,0.8960103,0.9929188,0.07427436,0.9744849,0.9872036,0.9002742,0.9529167,0.004652439,0.9087567,0.8135406,0.6358429,0.01620509,0.02688361,0.9304618,0.6722685,0.656561,0.0201824,0.8716614,0.8731663,0.006982703,0.5463405,0.9645007,0.7244076,0.5443127,0.03185709,0.01348856,0.0008516396,0.08488415,0.2193394,0.2171798,0.3876798,0.02621894,0.01179651,0.9710708,0.006342763,0.03193607,0.8694517,0.06957071,0.9693861,0.1022294,0.9194611,0.878239,0.5841039,0.1828747,0.9879234,0.9668873,0.9326183,0.3649086,0.9150755,0.7952378,0.9484152,0.01070611,0.8036039
"PD42",0.944647,0.6378993,0.948206,0.178742,0.9381125,0.6945657,0.2375171,0.02033771,0.951434,0.9549262,0.9070241,0.9351566,0.4782578,0.01354096,0.01735063,0.6907519,0.3309764,0.930658,0.8674179,0.971395,0.9321274,0.01287604,0.9505267,0.8646818,0.01710548,0.8630439,0.1236293,0.1082465,0.006427423,0.2346157,0.5066584,0.9087028,0.8699095,0.04089471,0.8850306,0.9320483,0.9781504,0.06019262,0.9419036,0.9835764,0.8885457,0.9339092,0.01239716,0.8937282,0.8074962,0.7274991,0.008601739,0.01541326,0.9310496,0.6844845,0.6299576,0.01300404,0.7404984,0.8669371,0.009234948,0.4993424,0.9603664,0.7771502,0.603567,0.0314125,0.01964063,0.0004481217,0.1516365,0.3030006,0.1017973,0.5807661,0.02792676,0.01145879,0.9482558,0.006652924,0.03639948,0.7946876,0.1023165,0.8916112,0.1354108,0.9434704,0.810133,0.5471416,0.2058344,0.9625042,0.9210371,0.903262,0.3057072,0.8716371,0.7999449,0.9394548,0.00930573,0.8701663
"PDD33",0.9650382,0.6043274,0.9407394,0.1036631,0.958286,0.6904524,0.3413705,0.02513702,0.9449603,0.9601986,0.9212788,0.9614685,0.5140364,0.02297317,0.01585266,0.7437027,0.1694532,0.9218115,0.8247353,0.9750096,0.9836555,0.01171914,0.9145337,0.913517,0.01243627,0.8443812,0.1009628,0.1252901,0.01833865,0.2727483,0.3310515,0.9243826,0.867722,0.03452508,0.9054543,0.8741169,0.968476,0.03849249,0.9642769,0.9852592,0.9320039,0.9104381,0.01600182,0.8456751,0.7176046,0.562922,0.009494716,0.01495431,0.9160261,0.7048646,0.5729807,0.0218494,0.8911523,0.8834372,0.01077458,0.4532744,0.9690621,0.7648145,0.5398891,0.04462243,0.01030909,0.000536213,0.1174824,0.1980027,0.2225301,0.4742098,0.02194861,0.01018711,0.9594471,0.01900739,0.0340885,0.8105017,0.1650387,0.9457416,0.07616095,0.5649045,0.7956413,0.5268285,0.1392794,0.98564,0.9574185,0.9750313,0.288014,0.9130818,0.7862871,0.9540932,0.01092842,0.8592854
"PDD65",0.9587456,0.7445613,0.9296213,0.1317878,0.9768795,0.6834492,0.3856125,0.03024354,0.9542301,0.9651014,0.9093786,0.957955,0.4092617,0.006765018,0.01342127,0.7534237,0.1752191,0.8518232,0.8635186,0.9650779,0.9643187,0.006778268,0.9100089,0.8503548,0.01295696,0.9076995,0.158804,0.1211031,0.007093149,0.3903844,0.616659,0.959531,0.8768464,0.01203081,0.8801161,0.8458242,0.9920002,0.06028636,0.9443738,0.9855522,0.8425552,0.9672254,0.01510624,0.8990719,0.8274511,0.6819913,0.003112494,0.003909771,0.8682192,0.7264209,0.6366205,0.01604171,0.8510939,0.8749965,0.006631734,0.5366129,0.9450903,0.7358547,0.5113213,0.03620119,0.00613181,0.001427556,0.09919342,0.3548683,0.1900124,0.4408102,0.01594383,0.009615385,0.9616215,0.01219512,0.03025292,0.7986031,0.08495733,0.9495778,0.1435219,0.9431641,0.8181768,0.5348628,0.1313236,0.9826341,0.9520802,0.9439538,0.4466969,0.8293898,0.7263909,0.9118302,0.00780809,0.7885254
"PD62",0.9480564,0.6395275,0.9634518,0.08021464,0.9472061,0.7476984,0.3065725,0.03802562,0.9806955,0.9599164,0.9156717,0.9581559,0.4451589,0.007025213,0.01026621,0.7606073,0.29338,0.8366683,0.8988762,0.9828604,0.9717887,0.004364646,0.9657395,0.8406929,0.01466656,0.8929123,0.1336978,0.08270213,0.01486965,0.2834588,0.4885484,0.9585654,0.8302245,0.009832139,0.9037843,0.858076,0.985947,0.05232484,0.9637445,0.98432,0.7857972,0.9423673,0.01773809,0.8810199,0.7771479,0.6585006,0.01351829,0.01369397,0.8969431,0.7173595,0.6065797,0.01203523,0.8271545,0.8489442,0.01375165,0.5220257,0.9636183,0.7571856,0.5439594,0.03662658,0.002551081,0.0008869219,0.1574979,0.2638796,0.1130887,0.3713464,0.02442831,0.01315073,0.9791313,0.009845825,0.02570148,0.808686,0.139445,0.9366748,0.05060132,0.9427376,0.8469893,0.5482887,0.1735033,0.9686976,0.9406747,0.9278473,0.4395191,0.9397783,0.6821933,0.9597063,0.01406534,0.8813752
"PDD77",0.9588815,0.7319306,0.9371949,0.06139483,0.9697739,0.7288555,0.4593512,0.02710375,0.9613706,0.9500935,0.9382735,0.8963459,0.4807016,0.005829985,0.02257159,0.8069949,0.1926478,0.8847329,0.9156027,0.9803758,0.9474667,0.02277179,0.8969831,0.8868698,0.009522043,0.927757,0.1870772,0.070468,0.01285436,0.3758506,0.6291834,0.9346753,0.9110832,0.01925698,0.835892,0.9036617,0.977848,0.05170207,0.9636529,0.9843661,0.8670011,0.9177304,0.01031169,0.9020313,0.8875192,0.7476984,0.0127223,0.0159546,0.8777368,0.6745478,0.7484504,0.02638601,0.8630249,0.9061589,0.005373423,0.592238,0.9561126,0.7538016,0.5819398,0.04772767,0.006721839,0.003631302,0.1332886,0.2983931,0.2850854,0.4587053,0.04322756,0.01030163,0.9717288,0.01525986,0.02729556,0.8911935,0.08385761,0.9661522,0.1405647,0.9234969,0.8804842,0.5528483,0.1568564,0.9766522,0.9403843,0.9309284,0.4758397,0.9278048,0.744095,0.9204513,0.01410788,0.7963053
"PDD2",0.9506767,0.769552,0.9701289,0.1095428,0.9551982,0.6825992,0.4716376,0.03246741,0.9332288,0.9341892,0.9328626,0.9246114,0.4674299,0.02799736,0.03274062,0.7761522,0.275547,0.8902537,0.9104764,0.9563135,0.9821344,0.0193158,0.9225064,0.9081284,0.02050963,0.9096839,0.09210108,0.1981669,0.01617723,0.2838087,0.4874142,0.9071224,0.8198528,0.02010162,0.8959822,0.9249495,0.9908228,0.06602187,0.9530198,0.9842741,0.8726057,0.9276174,0.03448128,0.9214625,0.7968004,0.5878051,0.01320755,0.01243887,0.8991787,0.5796651,0.6783997,0.02757331,0.8581447,0.8973153,0.02065945,0.5417841,0.9429183,0.7764182,0.5953468,0.04131192,0.0186506,0.002455183,0.1219485,0.3542917,0.175368,0.4405699,0.04352718,0.01793283,0.9599521,0.01460722,0.04407979,0.9110206,0.07916899,0.9095518,0.09221437,0.9382014,0.8730561,0.5563282,0.1433037,0.9763268,0.9782475,0.9249526,0.3143294,0.8928476,0.7773506,0.9328644,0.01655595,0.8290062
"PD25",0.9676182,0.6439698,0.9450928,0.07701504,0.9410095,0.6667532,0.4037794,0.02102108,0.9800638,0.9654614,0.9093015,0.9628113,0.4810453,0.01254413,0.0168466,0.8273145,0.2944638,0.9139453,0.8740836,0.9825556,0.9695299,0.005009201,0.9677409,0.8671941,0.009142395,0.8923536,0.06412572,0.1131946,0.005885656,0.3128725,0.3590185,0.9359349,0.862458,0.007664406,0.9434119,0.914991,0.9628083,0.04939305,0.9633881,0.9858471,0.9191691,0.9243906,0.01003936,0.9283254,0.7969501,0.6828492,0.006136496,0.01293345,0.9520124,0.648004,0.655774,0.02050406,0.8808061,0.9177929,0.001665973,0.4979295,0.9479663,0.7489487,0.5581557,0.03828658,0.00596217,0.000290164,0.1813622,0.2903777,0.1657256,0.4817015,0.004342883,0.009833985,0.9744553,0.01436074,0.02600154,0.873507,0.1157836,0.9189743,0.1624961,0.9413618,0.8291569,0.6281845,0.1858476,0.9792449,0.9569542,0.9553694,0.3036801,0.9255047,0.7575071,0.9476043,0.002618328,0.911009
"DLB14",0.9838754,0.6969451,0.9290218,0.1069323,0.9653486,0.6840755,0.363503,0.02331285,0.9755846,0.9677538,0.9160589,0.9664385,0.4805997,0.01051314,0.006936888,0.762267,0.1912685,0.879698,0.8816834,0.9832693,0.9333797,0.01476101,0.9439059,0.8959587,0.009756098,0.9177368,0.1414295,0.1201497,0.01303843,0.37566,0.474832,0.9379638,0.8496769,0.01205388,0.9292662,0.8886835,0.9773826,0.05661914,0.9205737,0.974144,0.858327,0.9409749,0.01247051,0.8962104,0.8096093,0.6284606,0.000948047,0.02316674,0.9447587,0.7654008,0.6281475,0.02081269,0.8042287,0.8860579,0.01043627,0.5050616,0.9821717,0.7350387,0.5714867,0.03405625,0.009549422,0.0005053578,0.1246842,0.2958621,0.1398656,0.4431792,0.0293795,0.01633739,0.9808461,0.0121409,0.03807839,0.8466971,0.07923567,0.96035,0.1415596,0.94058,0.8330702,0.5490968,0.1873786,0.9635813,0.9379855,0.9125012,0.3602818,0.9074558,0.7071548,0.9423327,0.006256742,0.8371955
