"","cg17805199","cg07996485","cg10138044","cg23834525","cg23657782","cg21951848","cg13874979","cg05348770","cg06952719","cg06998282","cg14904079","cg00140235","cg05313680","cg00391977","cg23882019","cg13690038","cg20357416","cg14723638","cg15175129","cg14318068","cg01674530","cg12372924","cg21598294","cg09060462","cg07253510","cg08467643","cg24665412","cg11280964","cg11163901","cg18127922","cg02941135","cg02097462","cg18880384","cg01947949","cg14144850","cg14856606","cg04030905","cg22181664","cg10762038","cg11312462","cg02853470","cg25936334","cg01753595","cg16985117","cg27312391","cg20936920","cg24517989","cg11971077","cg12635019","cg08368441","cg26115216","cg17159550","cg05788267","cg09584003","cg13773306","cg22364932","cg16941122","cg16959863","cg13871037","cg24855045","cg14350358","cg07755528","cg03321592","cg22200330","cg14855519","cg03967521","cg07642754","cg08485937","cg00901585","cg25284031","cg06410591","cg23092527","cg22053720","cg25981350","cg21595526","cg09508356","cg20075042","cg08685832","cg05652783","cg20850582","cg24683035","cg19259574","cg15283292","cg15197657","cg24767698","cg07904447","cg00271390","cg10687936","cg24384430","cg18014247","cg23411587","cg00612672","cg03678860","cg10657611","cg05747963","cg16085649","cg22806431","cg15310800","cg11341440"
"PDD45",0.6422645,0.9372118,0.8807403,0.0669064,0.9723925,0.9093975,0.9789331,0.9761728,0.01512346,0.03189362,0.9392772,0.01063426,0.8644502,0.5078281,0.7005187,0.009599827,0.803379,0.6719591,0.222476,0.8911507,0.5606148,0.9724127,0.9734978,0.02345937,0.9524516,0.8803666,0.8778462,0.04307599,0.008963585,0.3703508,0.6378888,0.7868806,0.3988061,0.03244838,0.9099208,0.8865749,0.01476278,0.9605105,0.8575597,0.8264421,0.9049609,0.07761755,0.2936276,0.8595104,0.9761783,0.958262,0.6912277,0.005059742,0.09841144,0.0115894,0.7885402,0.6815276,0.9166467,0.6015772,0.6487753,0.9662916,0.6388843,0.9222662,0.9406789,0.7649037,0.8857678,0.6010735,0.03491495,0.03536764,0.1150499,0.005456024,0.6989399,0.9253095,0.8682128,0.8492729,0.172592,0.9668992,0.6360945,0.5948428,0.002730109,0.5062349,0.9237815,0.957739,0.8819796,0.02386119,0.006377164,0.0348586,0.9194216,0.3354031,0.8490545,0.03416268,0.9597644,0.921564,0.0395168,0.01873681,0.9259669,0.8794691,0.8907954,0.9399812,0.9271663,0.3756107,0.6865798,0.9256156,0.841547
"PD20",0.6240874,0.9406495,0.8820735,0.09381234,0.9557742,0.9150881,0.9619684,0.9723669,0.01815304,0.06436898,0.9547781,0.01040802,0.7429787,0.4660002,0.6967699,0.02157822,0.7918304,0.5962344,0.1955702,0.9352976,0.5659916,0.978037,0.9484677,0.02436684,0.9153751,0.8967145,0.9039671,0.02567776,0.007197659,0.2518695,0.6301305,0.7355856,0.2427757,0.04411765,0.8401969,0.8579421,0.02440536,0.9325811,0.9008629,0.8400889,0.9446081,0.05808477,0.1952856,0.8875894,0.971213,0.9292841,0.6966612,0.005996642,0.1668874,0.02682034,0.866443,0.6339538,0.9379687,0.6883618,0.5108428,0.9603748,0.645957,0.9541089,0.9450499,0.7672992,0.8744429,0.6447542,0.04207037,0.02188554,0.1588498,0.01635313,0.7751584,0.9161552,0.8522645,0.8440871,0.1234767,0.9497835,0.6578319,0.5924933,0.01238172,0.6545483,0.927731,0.9570837,0.8620422,0.02705038,0.01589559,0.02666615,0.9183404,0.3303387,0.9374384,0.02800514,0.9360641,0.9230777,0.1614023,0.01557955,0.9563634,0.8540942,0.8636285,0.9253333,0.9594391,0.3098252,0.7424511,0.922623,0.842147
"CTRL83",0.7175984,0.9714978,0.8202758,0.04258834,0.9718237,0.9767259,0.9692342,0.9681851,0.03084445,0.02454572,0.9379951,0.002129835,0.769401,0.3569453,0.6248771,0.01641283,0.7004946,0.645767,0.2086868,0.8084571,0.5555396,0.944785,0.9702439,0.09027947,0.9245252,0.9229215,0.9224058,0.01903725,0.01353348,0.311173,0.5001732,0.7984924,0.4330144,0.02545935,0.8448676,0.8209193,0.01070841,0.9483673,0.8275532,0.8809434,0.880831,0.05309735,0.2368749,0.9050581,0.968502,0.9484384,0.70341,0.01078039,0.1883166,0.02224895,0.8017301,0.601727,0.9266976,0.6086994,0.6670462,0.9466916,0.5908379,0.9250947,0.9474482,0.7455605,0.7378707,0.5932247,0.04804419,0.02199296,0.156202,0.004076627,0.7100458,0.9461033,0.8282301,0.7594713,0.1000674,0.9687371,0.6081719,0.5431856,0.009536194,0.7212168,0.9210833,0.9300535,0.9274659,0.02267536,0.0117531,0.02459168,0.9492662,0.4232229,0.9634825,0.0315697,0.9521471,0.9542361,0.03418952,0.0154916,0.9520557,0.838155,0.8749706,0.9249006,0.9426754,0.4823209,0.7088421,0.9066161,0.7993185
"PDD7",0.6819965,0.8959876,0.8977213,0.1145234,0.9651533,0.9172483,0.9712963,0.954619,0.02218419,0.09525073,0.906371,0.01026379,0.7979309,0.4782035,0.6912108,0.02064803,0.7342261,0.6557187,0.2759838,0.8477199,0.6559243,0.9605483,0.9463952,0.08197569,0.9374225,0.8841859,0.8612533,0.03387736,0.01384265,0.3459119,0.6554085,0.4319897,0.4411495,0.07690593,0.7832372,0.8233483,0.01735819,0.8883741,0.9139167,0.8992495,0.9076594,0.06262231,0.3365561,0.9043878,0.9534745,0.9185659,0.7421449,0.00894769,0.2319891,0.02428833,0.8526599,0.6472217,0.9213261,0.7501763,0.6099205,0.9619936,0.6875168,0.9357635,0.9004727,0.7089951,0.8954422,0.6048093,0.03761821,0.0351288,0.1832809,0.002686738,0.7483639,0.9458964,0.8649159,0.745915,0.153005,0.9444546,0.7397622,0.5634921,0.02592262,0.6747079,0.9068961,0.9388565,0.9130291,0.03197116,0.01808122,0.02875761,0.9431033,0.4024502,0.9512376,0.0347978,0.9232751,0.8331329,0.113088,0.02123925,0.9465667,0.9266293,0.8608491,0.9186314,0.9772737,0.4520832,0.693437,0.9045761,0.894438
"CTRL71",0.746194,0.940676,0.9278451,0.08620262,0.9631309,0.9723895,0.9883733,0.9784231,0.01235419,0.04283365,0.92487,0.004277088,0.7798129,0.4047268,0.6526771,0.01840971,0.7849574,0.7448732,0.2135115,0.8088241,0.6087271,0.9771958,0.9676899,0.08372359,0.9426486,0.923522,0.9400892,0.03849687,0.003832335,0.3295767,0.5356205,0.7273004,0.5138399,0.07813733,0.8462686,0.8349855,0.004302328,0.9274848,0.8605224,0.8864739,0.9182508,0.06287575,0.3104509,0.9246085,0.9824267,0.9268399,0.7330283,0.003773335,0.1179381,0.02242099,0.8886483,0.5638776,0.9462602,0.6897021,0.6343804,0.9717669,0.5815336,0.9233124,0.8895862,0.7027558,0.8066935,0.6280755,0.03252439,0.03712738,0.1918424,0.0004207513,0.6574087,0.9330591,0.8527967,0.7506,0.1275446,0.9466751,0.7068648,0.5409785,0.001035078,0.6657475,0.9291225,0.9518402,0.939863,0.02714312,0.01233852,0.02692142,0.9654514,0.4964481,0.937149,0.03016145,0.9478282,0.9503675,0.07590127,0.012097,0.9661811,0.8274659,0.8320133,0.9565875,0.9684858,0.4401034,0.6766984,0.9435064,0.8620092
"PDD47",0.650879,0.9576797,0.8365576,0.04474521,0.9568178,0.9436536,0.9573765,0.9770048,0.05295117,0.01003105,0.874627,0.00571303,0.8099901,0.4114011,0.6525416,0.005971831,0.6950534,0.6643265,0.2510794,0.7884167,0.5104544,0.987931,0.9735402,0.04388882,0.9817798,0.8916912,0.9146487,0.02550652,0.01164938,0.3566535,0.4524417,0.762217,0.4790444,0.02177411,0.9611137,0.827867,0.01700607,0.9492093,0.8652833,0.8411595,0.8707519,0.05084746,0.3129658,0.8449609,0.9714377,0.9241932,0.6042193,0.005480582,0.1728824,0.01258245,0.8220264,0.5348492,0.9514368,0.5906843,0.620343,0.944156,0.6179009,0.9003348,0.9407861,0.6856372,0.7741642,0.5762777,0.02939715,0.02752104,0.242383,0.003359656,0.7528717,0.9305319,0.8672968,0.7953531,0.1038844,0.9729575,0.6508252,0.4088812,0.00508044,0.6699471,0.8987339,0.9512475,0.9687821,0.02178298,0.01529702,0.01496247,0.9178299,0.4527788,0.8799798,0.03650464,0.9497895,0.9664669,0.02903727,0.007970681,0.9768196,0.8287274,0.7973665,0.9484686,0.9321722,0.4409489,0.5782178,0.9195561,0.8323243
"PD32",0.648898,0.9159302,0.7563506,0.073849,0.9520276,0.9497711,0.9457146,0.9588027,0.04300614,0.002803989,0.8424309,0.003724725,0.7513647,0.3919697,0.686572,0.02185461,0.6774778,0.5595716,0.1760978,0.7532622,0.5053145,0.9588409,0.9444572,0.04277736,0.9299695,0.8604118,0.9009051,0.02707196,0.01287368,0.2776974,0.5300487,0.7412077,0.4396218,0.04951667,0.8917607,0.8259598,0.0122982,0.9070871,0.8544598,0.8552219,0.8240605,0.05391554,0.2715077,0.7944245,0.9669356,0.9404069,0.5998583,0.01041906,0.159375,0.02524876,0.8234136,0.5737708,0.9450467,0.5209731,0.6888664,0.9867162,0.618181,0.9126635,0.9363334,0.6177677,0.7953034,0.4883873,0.05854105,0.02349932,0.2599876,0.005221169,0.612078,0.9082711,0.7981533,0.7831995,0.1628288,0.9622447,0.5861142,0.5446574,0.01620228,0.731347,0.8715273,0.8711746,0.9792876,0.02626533,0.01456022,0.03206144,0.8638229,0.3831644,0.853722,0.03728264,0.9087569,0.9488597,0.07997775,0.01307059,0.9317263,0.8994733,0.8071039,0.9493186,0.917025,0.3124473,0.55609,0.9161807,0.7675632
"CTRL6",0.5689059,0.8962326,0.9007347,0.08056899,0.8931348,0.922365,0.9459224,0.9530711,0.01391033,0.03108493,0.9726175,0.0171279,0.7674294,0.4382623,0.6188788,0.02564103,0.7943207,0.6654704,0.2493447,0.915958,0.5666401,0.9608659,0.9638429,0.08114869,0.9338806,0.8648454,0.873905,0.03098153,0.01020317,0.3698111,0.6073133,0.8936952,0.313866,0.04850687,0.8143905,0.7927357,0.0154862,0.8758131,0.8443513,0.870191,0.8746318,0.0604534,0.2332393,0.8621995,0.9717067,0.9490438,0.6447216,0.01287668,0.04434488,0.02166546,0.8566426,0.6076307,0.9293566,0.7277964,0.6892401,0.9383943,0.630742,0.9365465,0.9191225,0.759315,0.9019385,0.5821608,0.04208186,0.0191035,0.1108601,0.003467182,0.7993989,0.8944331,0.7971784,0.7437585,0.1911096,0.9555026,0.579338,0.5959391,0.005462576,0.5861989,0.8965078,0.9288615,0.9534861,0.02686832,0.01697139,0.03516015,0.8821022,0.3344067,0.9035955,0.0322361,0.9536253,0.9279393,0.08049103,0.01518557,0.9664773,0.8525441,0.8476916,0.9449719,0.9281549,0.3144568,0.674718,0.9434371,0.7925486
"CTRL46",0.703237,0.9229415,0.8237017,0.08765708,0.9541418,0.945972,0.9590063,0.9517719,0.06253958,0.04594976,0.8837771,0.008629782,0.7445656,0.3831145,0.5532423,0.01932876,0.6632846,0.6309353,0.2255917,0.7822998,0.5399823,0.9823503,0.9621073,0.09019835,0.9456592,0.8827152,0.8805869,0.03745821,0.01388242,0.2972048,0.4533144,0.7704109,0.5638667,0.02719298,0.8625505,0.8510141,0.01406224,0.9173329,0.8809564,0.8461336,0.7959346,0.07464103,0.3122186,0.8824485,0.9782997,0.9438102,0.580297,0.004541109,0.1748381,0.01388343,0.8913366,0.4778464,0.946366,0.6288455,0.6029824,0.9328019,0.6098895,0.9203499,0.9457728,0.5865563,0.7643141,0.5378795,0.03113243,0.02968068,0.2178903,0.01289001,0.6640112,0.9273099,0.8420095,0.8058273,0.1179142,0.9540393,0.6440291,0.5420389,0.01056751,0.6638065,0.9105399,0.8903832,0.9459428,0.03304688,0.01203166,0.03096115,0.8867426,0.3851007,0.8080816,0.02994002,0.9236568,0.943581,0.06100755,0.01785009,0.9595491,0.8446663,0.7899807,0.9289438,0.937079,0.4048137,0.640369,0.9066655,0.790745
"PD17",0.6476692,0.9570024,0.8939819,0.07699857,0.9349684,0.9453003,0.9623788,0.9744005,0.0274157,0.02091621,0.9449608,0.01023634,0.8148673,0.4206663,0.8074635,0.01059113,0.7920732,0.7354923,0.2248712,0.8714871,0.6246107,0.9645951,0.9779451,0.07778896,0.9165237,0.9144557,0.942445,0.03161303,0.01685594,0.3876408,0.57558,0.806846,0.3743002,0.04523121,0.8460353,0.820337,0.01213468,0.9476911,0.9043897,0.8751695,0.867548,0.06507353,0.282335,0.9220072,0.9511222,0.8952762,0.6792135,0.009889764,0.2629422,0.02350451,0.8914998,0.48242,0.9064148,0.7157311,0.4994517,0.9621282,0.6459379,0.9287179,0.8987706,0.7734362,0.9424969,0.541312,0.03524416,0.04348852,0.1495189,0.007028967,0.7818958,0.9326577,0.9129219,0.8664121,0.1587895,0.967897,0.7209321,0.5988166,0.001802885,0.6682137,0.948618,0.9186404,0.8917697,0.02381032,0.008128099,0.02630493,0.9557636,0.4366245,0.9423413,0.03592116,0.9700923,0.9292026,0.07513247,0.01627557,0.957703,0.8867121,0.8968044,0.9406393,0.9624286,0.4442299,0.7166232,0.9374383,0.8587936
"PDD10",0.6040792,0.5533996,0.8713948,0.09890578,0.9466743,0.9192862,0.9672293,0.9747402,0.03195942,0.07663288,0.9629291,0.01494311,0.7567021,0.4428182,0.6879872,0.0211455,0.7317112,0.7357998,0.2740519,0.8919776,0.5758822,0.9386799,0.9765793,0.07746584,0.9503208,0.8298491,0.8984577,0.04042406,0.01830256,0.3776023,0.6050911,0.8389881,0.4984468,0.0485905,0.9044038,0.8465278,0.01160114,0.9196432,0.9233359,0.8758768,0.8780849,0.06300776,0.3276507,0.8233058,0.9540774,0.9496486,0.6946441,0.01198876,0.1567477,0.0239654,0.8336791,0.6396338,0.9153643,0.6987473,0.6535987,0.9585187,0.6622517,0.9487833,0.866581,0.7894388,0.8765556,0.6607367,0.04938149,0.01914047,0.1964002,0.02124697,0.7911957,0.8939733,0.9041589,0.8100818,0.1569206,0.9388112,0.6888667,0.5255319,0.01200589,0.6174749,0.9511263,0.8969414,0.8682266,0.01813295,0.01847891,0.02895309,0.9489423,0.3742317,0.8927087,0.03308766,0.9418008,0.9040454,0.09244547,0.01382866,0.9501156,0.8307772,0.8509232,0.9462239,0.9370339,0.3730061,0.742258,0.9345127,0.8423255
"DLB12",0.7057084,0.9147673,0.865184,0.07595215,0.9745678,0.9474328,0.9844137,0.9568381,0.03517981,0.002409501,0.9337554,0.005474606,0.8053198,0.486926,0.7285554,0.01386239,0.7754192,0.665617,0.1852245,0.9073679,0.6090996,0.9733753,0.9505091,0.0576684,0.926057,0.9063033,0.9045972,0.009824032,0.0109447,0.3039559,0.5714479,0.8586007,0.5269367,0.03798462,0.8293225,0.785619,0.01889816,0.9222958,0.8896085,0.8265774,0.9032682,0.07188786,0.2895445,0.9109088,0.9774751,0.9455922,0.6829744,0.004287726,0.1614377,0.02652813,0.8281713,0.6664773,0.9476088,0.7107091,0.7150559,0.9762359,0.6367694,0.9069653,0.9375871,0.7413583,0.8608004,0.6167177,0.04846115,0.02529887,0.1606803,0.004691614,0.7766083,0.936153,0.8447349,0.8326609,0.1135868,0.9766692,0.7537944,0.527346,0.007872048,0.7077584,0.9092823,0.9491976,0.8905467,0.02626128,0.009090115,0.02859095,0.9358798,0.4055065,0.9256447,0.03169739,0.9652558,0.9541134,0.09467048,0.005679285,0.9528035,0.8437717,0.904327,0.9632065,0.9471763,0.3957645,0.6960893,0.9632224,0.8644862
"CTRL44",0.6902535,0.9204446,0.8556869,0.09140254,0.9760716,0.9644385,0.9746295,0.9669004,0.03615429,0.01023908,0.9293633,0.002678431,0.8195172,0.4104618,0.691604,0.01152778,0.7242525,0.7326238,0.1929297,0.8783747,0.5161527,0.9819901,0.9588681,0.08421718,0.9315997,0.8814419,0.9421845,0.02496723,0.01666667,0.407979,0.5682573,0.8489376,0.593968,0.06564551,0.9484245,0.8579937,0.008455979,0.9064456,0.8558896,0.8121856,0.8803465,0.05102516,0.2543073,0.872435,0.9684312,0.947924,0.670975,0.009262217,0.193362,0.02345369,0.854659,0.5949683,0.9476465,0.7294847,0.6975848,0.9675046,0.5728598,0.9205585,0.9357245,0.7612308,0.8181582,0.6222236,0.03553038,0.02539915,0.2332644,0.005039701,0.6885254,0.9309376,0.8299739,0.7213992,0.09999234,0.9630888,0.7794414,0.5718686,0.002811245,0.7112984,0.9271098,0.9176162,0.9313248,0.02866931,0.0128595,0.02570556,0.929678,0.4713471,0.9032095,0.03100361,0.9328239,0.9706415,0.07028942,0.01902033,0.9485905,0.8620253,0.8454425,0.9794002,0.9403069,0.4608093,0.687622,0.8982176,0.8529028
"CTRL86",0.7222016,0.9363244,0.7283474,0.05737076,0.9763752,0.9690711,0.9757511,0.9752584,0.04774518,0.01122545,0.9528932,0.0007525021,0.7171684,0.3740572,0.644997,0.01610817,0.8032997,0.6409048,0.1852265,0.8689163,0.5960536,0.962903,0.9544123,0.09448828,0.905132,0.8894415,0.9461055,0.02828306,0.005997335,0.3323653,0.532158,0.7113426,0.6382276,0.02830649,0.9257109,0.824298,0.004879224,0.8915253,0.8777779,0.8590532,0.9097794,0.04475025,0.3115455,0.8579697,0.9575499,0.959221,0.7023028,0.008492191,0.1257848,0.01858328,0.8515503,0.6595089,0.969232,0.6339413,0.792895,0.9638024,0.6283845,0.9443839,0.9216107,0.7726814,0.7653964,0.5926184,0.03565162,0.01651988,0.1591354,0.001637874,0.6955825,0.8592492,0.8640782,0.8402007,0.1102279,0.9685394,0.5838829,0.5943301,0.008945288,0.7142384,0.9035173,0.9361909,0.9635675,0.0197329,0.01123956,0.02849431,0.9389333,0.386804,0.865899,0.03375624,0.9413705,0.9604357,0.1285187,0.006111863,0.9323791,0.876583,0.8975703,0.9568683,0.9623599,0.3706342,0.6567385,0.9218611,0.8454169
"DLB27",0.6665485,0.8950064,0.7984677,0.09711863,0.9591412,0.9639231,0.9450237,0.9500643,0.02478216,0.0145553,0.9054932,0.003145204,0.7941835,0.4053914,0.5849742,0.02799189,0.6613365,0.5818246,0.1876824,0.8780318,0.488694,0.9720568,0.9565131,0.01987778,0.9453459,0.8281405,0.8975635,0.01849393,0.009603444,0.355061,0.6149993,0.7562953,0.4652673,0.07912154,0.9409096,0.8206273,0.02134904,0.840851,0.8062368,0.8357905,0.841636,0.07526596,0.2935662,0.8203798,0.9694013,0.9586756,0.6638138,0.005681415,0.1870636,0.02424679,0.868984,0.5093395,0.9111845,0.6392578,0.5988652,0.9682028,0.6066743,0.9079002,0.9563644,0.656247,0.8573985,0.5801617,0.06201172,0.03204791,0.2095664,0.004539154,0.7419297,0.863608,0.7734289,0.7705885,0.1344676,0.9659474,0.6645132,0.6749164,0.007278481,0.5980919,0.8942008,0.9141991,0.979451,0.03092357,0.008377167,0.02612563,0.8940945,0.3887765,0.8628577,0.03115283,0.931158,0.954731,0.07773304,0.01690373,0.9611632,0.7759864,0.8917888,0.889737,0.9236082,0.3631262,0.5839946,0.9180221,0.8201232
"PD18",0.6947473,0.944549,0.9079913,0.1110945,0.9335823,0.9486917,0.9647568,0.9500824,0.04433883,0.02559868,0.9213353,0.005817653,0.7732237,0.4486443,0.6425645,0.005412522,0.4045916,0.6605552,0.2309569,0.7914016,0.5186528,0.9654506,0.9605596,0.05058302,0.9428499,0.891075,0.8806943,0.02804118,0.01194082,0.3115687,0.5353089,0.8604736,0.4877242,0.05932613,0.8584311,0.7936187,0.009699375,0.9236735,0.9014202,0.8245675,0.8686575,0.04965472,0.3024705,0.9076046,0.9609073,0.9344621,0.657756,0.01148146,0.1748122,0.01492353,0.8125183,0.5434827,0.9534384,0.6499716,0.5370971,0.9513151,0.6104062,0.9682327,0.8537974,0.7488414,0.8968491,0.5474514,0.02621003,0.03686848,0.1896703,0.002117879,0.6944628,0.9405724,0.8658756,0.8735331,0.1535083,0.9239266,0.6628074,0.5859591,0.002930208,0.6237335,0.9098764,0.9322662,0.955373,0.02758421,0.009423187,0.02731345,0.9338507,0.3659971,0.9165089,0.02420526,0.9475802,0.8713474,0.1469926,0.01423994,0.9523402,0.8817923,0.8636136,0.9254373,0.9595821,0.3756733,0.674966,0.9145324,0.9040137
"CTRL20",0.6667572,0.9126235,0.8109783,0.09716249,0.9525377,0.9502156,0.9676831,0.9438812,0.0192584,0.02874536,0.9094164,0.005073934,0.8342344,0.4586969,0.6803109,0.02120005,0.7219747,0.6121938,0.2163921,0.9185371,0.5658055,0.976814,0.9826722,0.01363205,0.9574413,0.8549472,0.874068,0.04735723,0.003618469,0.3252968,0.5727553,0.8150775,0.456436,0.06096662,0.944234,0.8017507,0.01072279,0.9355507,0.8569425,0.821085,0.8686318,0.06672288,0.2950195,0.8377314,0.9773911,0.9672218,0.6596597,0.007484524,0.1726629,0.0276437,0.8565804,0.6555652,0.9231634,0.6627612,0.6772387,0.978705,0.630453,0.9425845,0.9662966,0.7086156,0.8689242,0.6379093,0.04842498,0.02116598,0.16189,0.00723917,0.7237902,0.9027972,0.8456451,0.8029456,0.1807651,0.9657919,0.7156318,0.5846012,0.008338125,0.5802116,0.87214,0.9348462,0.9081121,0.03200893,0.0009312563,0.03599065,0.903447,0.4006053,0.8517018,0.03501805,0.9382497,0.9483684,0.07645551,0.008276876,0.9220276,0.8236071,0.894375,0.9698328,0.9280144,0.364011,0.6703343,0.928299,0.8456982
"PDD50",0.5889375,0.9439504,0.7862145,0.07793355,0.9558925,0.9386066,0.9740868,0.9518031,0.02799402,0.04372448,0.9300545,0.002424595,0.7324798,0.4088196,0.6671978,0.01594569,0.669361,0.5072156,0.237347,0.8695021,0.5405388,0.9884413,0.9671348,0.06016484,0.9506407,0.879596,0.8800333,0.02935633,0.008852031,0.2355105,0.5472121,0.7684,0.3745046,0.04668737,0.9708752,0.8259861,0.009518332,0.921161,0.8509005,0.8224501,0.8111722,0.04708155,0.2160301,0.8369759,0.9721429,0.9250974,0.6381169,0.005765795,0.160716,0.02780365,0.8320122,0.5949107,0.9343768,0.5910402,0.7102551,0.9750667,0.6610597,0.9152872,0.9682651,0.6695857,0.8439317,0.5889359,0.04861548,0.01600826,0.1949166,0.008109214,0.6923049,0.9263376,0.7723236,0.774561,0.1843214,0.9570067,0.5552463,0.5901532,0.008768434,0.6666322,0.8979164,0.9129814,0.9476588,0.02070283,0.01313773,0.03170707,0.8721873,0.3702716,0.8653482,0.02838332,0.9186733,0.9143568,0.08625752,0.01234489,0.9690258,0.8133266,0.8407281,0.9458062,0.9084728,0.279597,0.62974,0.9678739,0.8162234
"DLB21",0.6359809,0.9051156,0.7570218,0.08465916,0.96457,0.9652098,0.9673603,0.9516995,0.0377729,0.0131156,0.9015638,0.002512806,0.7444316,0.3435446,0.6925409,0.01986271,0.7199138,0.5905688,0.1638389,0.8109826,0.4925719,0.9690165,0.965408,0.04067991,0.9166163,0.9032465,0.9234001,0.03174065,0.01033345,0.2760464,0.5135651,0.7508384,0.4210106,0.04843735,0.8504733,0.8392807,0.0112538,0.9109437,0.873441,0.859944,0.8029831,0.04984146,0.3133216,0.7755476,0.9721909,0.9554523,0.5675706,0.005082951,0.2489562,0.01119023,0.7543158,0.5414344,0.9603557,0.5955963,0.8023127,0.9790005,0.652584,0.9225113,0.9150662,0.6154673,0.803192,0.534978,0.04401727,0.02380322,0.2071796,0.002350193,0.6177419,0.934656,0.8203899,0.7161182,0.1462434,0.9496742,0.6096478,0.5361217,0.01271915,0.6091169,0.8631263,0.9421411,0.9678479,0.02858211,0.01371881,0.02358992,0.9005091,0.3957332,0.7643733,0.02925391,0.9313764,0.9451259,0.05956316,0.0149167,0.9466241,0.8385074,0.8133072,0.9589433,0.9306082,0.3324193,0.5681849,0.9565507,0.8134914
"CTRL53",0.6324128,0.8723476,0.832915,0.1087763,0.9348805,0.9492872,0.9409981,0.9534914,0.03994877,0.001554871,0.9177701,0.001797349,0.7679118,0.467472,0.619746,0.03544625,0.4320588,0.5732665,0.230369,0.8952832,0.5605928,0.9756718,0.9756039,0.03589066,0.9308638,0.8167288,0.8979505,0.03989839,0.007167965,0.3737132,0.6529558,0.7902391,0.3853295,0.04315533,0.8859203,0.842411,0.005719776,0.9240067,0.8306289,0.819234,0.8781167,0.04271415,0.2785599,0.8293631,0.9807623,0.9653469,0.6403558,0.004867829,0.1545303,0.01791393,0.918709,0.5720929,0.90801,0.607298,0.6913812,0.9735614,0.5740868,0.9161102,0.9658034,0.6868636,0.8659669,0.6088512,0.04535303,0.016647,0.1806052,0.001863135,0.7643266,0.913477,0.8228393,0.7978547,0.172263,0.9654423,0.7470144,0.5418467,0.004605544,0.5238185,0.9004864,0.9047859,0.9809785,0.01651604,0.006499133,0.0217946,0.9362483,0.4017632,0.8462774,0.03071229,0.9144374,0.9464521,0.06840686,0.007556043,0.9471682,0.8268445,0.9081272,0.9511166,0.9638245,0.3755701,0.6494034,0.9243433,0.8662898
"CTRL65",0.7220028,0.9286156,0.8998765,0.06721086,0.957553,0.9270065,0.9545955,0.9657549,0.02211875,0.02038345,0.9170353,0.01437135,0.7324337,0.414669,0.6170235,0.01975988,0.7373068,0.6640442,0.1866587,0.8489033,0.6067994,0.9461022,0.9624683,0.037699,0.8784053,0.8971422,0.9515986,0.03453268,0.01451288,0.3088721,0.4034481,0.7032496,0.420559,0.03777949,0.8618652,0.8701945,0.007024411,0.9185161,0.8893013,0.8802852,0.8232411,0.06221349,0.3362812,0.8905293,0.964443,0.9320647,0.6881619,0.00345669,0.1954005,0.02744389,0.8237426,0.5584714,0.9333498,0.5508034,0.664081,0.9648287,0.6308583,0.8574767,0.8937373,0.5721314,0.8702426,0.5298212,0.04492694,0.03450816,0.1889853,0.005015576,0.6749727,0.9479014,0.8440109,0.8196309,0.1398189,0.9601221,0.7275638,0.5507282,0.008175834,0.6726431,0.9240043,0.95624,0.9254814,0.02451753,0.01781003,0.02406917,0.9090017,0.4030098,0.9376774,0.03351922,0.9569759,0.929264,0.07166007,0.01540365,0.9472074,0.8821791,0.8640921,0.9241005,0.9697938,0.4002351,0.5508474,0.9518058,0.8349484
"PD38",0.7829192,0.9214677,0.9209158,0.1047538,0.9498377,0.957013,0.959724,0.9603342,0.03214232,0.05756094,0.9173086,0.001307692,0.7744712,0.462928,0.6742584,0.0204805,0.7460101,0.7380986,0.274787,0.8379202,0.5998006,0.9708772,0.9596905,0.1059797,0.9323377,0.9099724,0.9283314,0.03256834,0.01087356,0.3661704,0.5992019,0.7544731,0.6853751,0.03825137,0.9276815,0.7876772,0.01127155,0.9069925,0.8764743,0.8233517,0.8265226,0.06862092,0.3540961,0.8655899,0.9762776,0.9680726,0.6626578,0.008536294,0.2230301,0.01533574,0.8235769,0.5941367,0.9461444,0.6909976,0.6682939,0.9723365,0.6026554,0.9130227,0.9330352,0.6887013,0.9009371,0.6580193,0.04713475,0.05683763,0.2039537,0.004548367,0.7492488,0.9216625,0.8184998,0.7995513,0.1423004,0.9659906,0.7541785,0.584948,0.01570215,0.7754995,0.9154838,0.9298578,0.9810129,0.02913787,0.007217115,0.0326013,0.9297564,0.4146795,0.9325652,0.02960382,0.9531767,0.9643207,0.09182475,0.01328683,0.9633651,0.850124,0.8641509,0.951618,0.950668,0.4552799,0.6730031,0.9147825,0.849971
